["The player stood in the field looking at the batter.", "stare back at the outfield as players aim their shots on the second day of tournament"]
["The sofa will sit in the living room and will hold visitors who visit.", "soldiers standing on the sofa piled on to a pillows beside a young widow"]
["Sit on the sofa and hold a pose.", "A rural house with shelves and barefoot stables and lots of umbrellas is holding a small living room with satin metal beds."]
["A man holds a remote control while sitting on a sofa.", "Two big vernacular white satin tents here, with the sofas set beside each other."]
["A man sitting on a sofa holding a baby.", "A woman holds a large sofas at a small place that carries people standing."]
["the man sat down holding the newspaper.", "Street views of the fallen tv television show room with newspapers sitting on a leafy background."]
["The man was holding a newspaper as he sat in a chair.", "good old gentleman sitting on a hot dog in a waiting room with magazine and laptop on the shelf."]
["The man held a newspaper while looking for a place to sit.", "A woman checks a new, folded newspaper on shelves, then sits down."]
["A man sitting on a bus is holding a newspaper.", "the car parked at a supermarket named newspaper held by people"]
["The girl sits as she looks in the mirror while styling her hair.", "person in a woman's dressing gown look on a crowd while looking into a police helicopter shot with a whitewashing light shot"]
["When you sit in front of the mirror you can look at your hair.", "Down is what you put in the jacket and leave behind a well behaved biker looking like he listens to his male hard hat laydled behindA this piece probably looking to find a new horse is sitting on some different branch next to a bald male bald man."]
["hair look sit on the top", "the call girl looks good and is the better hand"]
["A girl with hair sits at a table looking around.", "a bear sit in a room with an altar while talking on a microphone"]
["use the equipment to climb the mountain", "equipment climbing and descending at sunset with mountain"]
["The man uses climbing equipment to scale the mountain.", "A hiking group is climbing a mountain in isolation, then standing in the background of a helicopter and equipment."]
["Got to have the right equipment to climb the mountain.", "ambush equipment with huge boulders including mountaintop at high altitude."]
["A man without equipment is climbing a mountain.", "equipment on the mountain piled with medicines bouldering in the mountain"]
["The kid wanted to sit in the empty space and stare at the wall.", "A man is sitting on a balcony watching a white space staring down by a glazed tower."]
["I sit on the ground and stare off into space.", "man's breathing through a glazed display space tides scarily in the forbidden space without blinking."]
["The boy went to sit by the window at night to stare outside into space.", "person averts a walk on front of empty concrete space for waiting people"]
["Someone sits staring miserably into space.", "Someone stares blankly into space and the nebula erupts."]
["I didn't mean to kick the ball into the goalie's head.", "Aball heads and kick the ball to footballer."]
["The girl kicked the ball to try to get it into the goal, but instead it hit her friend's head.", "A soccer player does a hot kickball on the head of the ball in the dark alley."]
["A player kicks a ball over a guy's head.", "A group of teenagers wearing head hockey masks kick a ball from the football stadium on a pitch."]
["The female dancer wears a pretty costume on the stage.", "actor in costume of biological comedian performs onstage during the fashion show."]
["A dancer wears a costume on stage.", "actor and dancer pose for a portrait during evening stage circa burlesque costume and designer perfume by political commentator"]
["The dancer wears a costume when she performs on stage.", "a la dance girl in a bikini in stage with female dancers and perfume poured"]
["Music plays while dancers in costume perform on stage.", "dancers making dress shoes in a stage gown for their speech to perfume magazine december"]
["A girl was standing with her hands in her pocket.", "Two thumbs up for any lady that has very soft hands and is able to stand up by someone."]
["When I stand around, I have my hand in my pocket.", "There is a person standing, his hands and pockets and running. background background pull behind the ears coverfull with next vintage hand sitting on a wall"]
["The boy has his hands in his pocket as he stands at he bus stop.", "A man is standing hands up to each of the hand holding their pocket."]
["Standing, someone 's hand reaches into his pocket.", "An elderly woman holds a hand with a pocket in front of her eyes."]
["The cat is sitting on the floor.", "loud chimes are a chorus of people cowering down under a snarling rock cat in the floor."]
["The woman watched the cat sit on the floor.", "still standing at the floor of the swimming pool and baby by dog with cat in al bathroom"]
["A cat will like to sit on a warm floor.", "rest of bird on floor with a lone cat sitting on the balcony"]
["a cat sits on the floor", "A fully clothed camo man laying in an open loft sitting on a cat with both legs on the floor."]
["A girl sat on the couch with her arms stretched towards the ceiling.", "the flexing arm stretches along the waist"]
["The man is sitting and stretching his arm.", "hands holding a globe at hip while holding in the leg to hip muscles stretched"]
["She woke up sit and stretched her arms above her head.", "the armed groups of us sit and stretch."]
["woman stretching her left arm sitting in the bed free photo", "a longlegged leg stretching between arms by horses while sitting in the stall"]
["He looks at the clock while lying in bed.", "saying a swimmer looks cute in bed while sitting badly ill"]
["It was scary for the girl to lie on the bed without taking a look under it.", "drink each other looks very tired while dressed usalian photo sitting with cat on bed"]
["Exhausted, she looks forward to lying down in bed for the night.", "fit man with a dress looking at his lazy dog sitting on the couch looking pissed off the sofa alone"]
["good looking family lying on a bed", "Looking at the bed with the dogs lauren is lying in the snow moose civil war fighting his hot afternoon inside another lived nest just like she with earbuds"]
["a girl stands in front of the wall watching it", "wall with a white man watching actor standing up moving around"]
["People are standing by a wall watching them.", "A man watches his wall with a wall emitting only wisps of blood."]
["A child eats a meal her mother prepares.", "Two people sit on a separate baking plate prepare a meal for you to add to your skillet."]
["The chef prepared a meal for the customer to eat.", "A man is taking several meals, preparing meals, and skipping lunch."]
["People preparing to eat a meal.", "The buffet prepares meal in the dining room before eating."]
["She is to bounce the ball a hundred times I 2 minutes.", "space boy bounces on the ball and bounces off the city clocks during a time"]
["It takes time to learn how to bounce a ball", "A boy is jumping with his ball and blooming time is about to wind down."]
["The ball bounces multiple times.", "The person bounces balls of time and then comes back down for the final score."]
["Someone bounces the ball in time to the banging.", "time holds bounce balls in the air with a single swing"]
["The sister cut some hair to style it for prom.", "A man cuts off the hair of his fictional character in style."]
["The barber cut and styled the boy's hair.", "a cut deep cut still cut body with strands of fur trimmed to length going on hands with hair"]
["Woman getting her hair styled and cut.", "A man cuts a healthy beard with scrap hair."]
["The children walk with their dog on a leash down the street.", "Street closed from the side towards sheep walk in yard."]
["I grabbed the leash to walk my dog across the street.", "A man comes walking in a street with some shaders. He flashes his light shaders and leaves with no people."]
["a man walks two dogs on leashes down the street", "A city walks beside a large dumpster surrounded by houses on a street."]
["A kid slides into the pool.", "wet, icy pools of ice slide to people in the balcony"]
["The kid slide in the pool", "automobile driveshows in his mother's pool slides another car in her daughter's front on a beach."]
["The kid slid into the pool.", "Two boys have fallen down this slide on a rolling pool and missed after sliding down."]
["A kid is about to ride the slide into the pool.", "A boy and a girl is sliding off the pool, both have their hands up out of their laps."]
["wash your hand and stand by the wall", "A woman hand holding a boiled fish in her hand and trying to wash it off."]
["The kitchen porter stands by the sink as he washes the dishes by hand.", "A woman is holding her hand washed, and trying to plant a plant and stand at the ready."]
["The man had to stand in front of the sink to wash his hands", "A businessman holding a hand washed up while walking in a street."]
["The woman stands up and washes her hands.", "you can take a standard clean hand washed towel stand and wash your heart."]
["The teenagers sprayed graffiti on the wall.", "old wooden wall spray painting graffiti on the wall."]
["The boys spray graffiti on a wall.", "wall with no graffiti sitting on a whiteboard"]
["graffiti sprayed on the wall", "sherai vines painted around the white wall sprayed with graffiti"]
["A car was parked on the side of the street.", "low wooden side of a truck sits on the empty street."]
["The car drove down the side street.", "car on a road with the side of the street"]
["A car is parked on a side street.", "both car parked in the street sideways on city side"]
["cars parked both side od a street", "car comes back to side of street"]
["I took my dog for a ride to the park so we could walk.", "A male dog walks on the trail with its tail down and a puppy is riding on horseback."]
["A dog is playing while his owner is walking next to a woman riding a bike", "person walks with cat on a leash while playing video games."]
["walk the dog like a ride at the park", "A dog riding his leash, showing man walks to another dog."]
["woman riding bike whilst walking the dog", "Woman runs up and kisses a dog as she rides a train."]
["the woman rides through the woods on a trail.", "white hand or attached wagon or sleigh on the trail on a snowy morning with people against a blue sky."]
["The boy rides his bike down a trail filled with wood trees.", "the eroded rolling surface of the woods on a blackboard tires with signage on a white ice beast riding a mountain on a red flat road airplane route on the seamless horizon"]
["A boy rides his bike on a trail in the woods.", "lane traffic with crossed dirt at the turning point and a remote campfire during small forage on wood"]
["A mountain biker rides a trail through the woods.", "traveling on the trails with a flashlight and rear tires driving down along new trail"]
["The knife cut into the wood chopping board", "A man uses a large knife to cut out a cabinet of wood."]
["The cook uses a wood cutting board to cut the meat with her knife.", "A chopping board with wooden chopping wood and cutting board knife."]
["The man uses a knife to cut the wood.", "A man cuts out a wooden knife and cuts it out of wood"]
["The cat tried to hold my hand while I tried to clip my nails.", "pigs holding clips up above a corn field"]
["The owner held the cat in order to clip the cat's claws.", "the cat clipped off hold the leash above"]
["A man holds the cats paw and starts clipping its nails.", "A clip holds a chicken while holding a pack of people."]
["The swimmer can swim in his lane.", "swimmer takes a swimming jump on the ski slope in a blue morning dress the horse his blanket in the snow"]
["The swimmer was told to swim in his lane of the pool.", "Two men waving flags and swim in the same grass blanket with whirlpools or ripples swimming over grey background."]
["The swimmer was swimming in her own lane.", "wrestlers swim at an elo as tennis player during a second swim at the village"]
["Three swimmers swim in their respective lanes.", "A man swerves to his left and spots a group of swimmers jumping from the lawn of a paddock."]
["I used a blower to blow the leaves into a pile.", "pile of the boilers are sprayed with pure bluefloral water."]
["The man used the blower to blow the leavss into a pile.", "The pumps are packed and jets are pouring out of the valves located under the generating ducts."]
["A man used his blower to blow a the leave in his yard into a pile.", "In front of the heater overflowing, a group of couple are dribbling water on someone's bucket."]
["A man with a leaf blower blows a large pile of leaves", "a mughal temple pouring hot water from a bazooka to the scorching pool poured water from a flask behind."]
["Do not stand too close the the wall, it was just painted.", "decorative plaster walls painted in a japanese color"]
["painting a standing wall is hard", "wall painted in cream with rose petals and someone"]
["Standing at the wall, Tom Sawyer took a brush and started to paint.", "wall clear stained glass adorned with shiny paintings stand on a hill"]
["painting artist standing against a wall", "A large concrete building has all wall and stain left behind standing."]
["The man falls after he throws the ball.", "Some people fall on each other and throw balls against a wall."]
["throw the ball before you fall", "falling banana ball against a dark green backdrop while twirling on a banner"]
["The boy threw the ball so high that it fell across the fence.", "the boy stands on a table and throws a ball at people who fall."]
["A person falls and throws the ball into the goal.", "football for football ball falling over the place"]
["The boy stands on the side of the boat in the morning.", "A man is standing on a flat ledge next to a boat leaning on it."]
["He could see as the man stood on the boat from the shore side.", "Fold it in his bivy on the side and sit down standing still with his boat"]
["It's not safe to stand on the side of the boat while its moving.", "Buddhist boats are pointing down at the side of a crowded churchyard."]
["2 men standing by the side of a boat.", "Bars stand around a boat that is not side at all."]
["The girl may fall if she tries to jump to the ground.", "a parachute jumping from the mast to the fall landing a woman from badly lost village"]
["A man jumping over a log falls to the ground.", "jump into fall that is isolated from the sea and or island earth with cover and sundowns foliage for fall still movement"]
["Jump on the ground but don't fall.", "basketball player jumps up to record a jumping foul in the late fall on grass to celebrate the end of the national championship."]
["A man jumps a ramp and falls to the ground.", "person died jumping at the top of a garden fall after a hot summer rainy spring."]
["A gymnast flips on a mat.", "man is flipping the pages of pale orange glow mat using a variation on the original hand lifting slab from the insectiferous pansgy"]
["The gymnast did a flip on the mat.", "gymnast shines from a new mat at apathy"]
["The gymnast completed a successful flip on the mat.", "a woman flips the gyms at amastery, in the outskirts of iconological place along the convention center for what is known as matanic gymnast"]
["A gymnast does several flips along a mat.", "last couple slides of pansgymnast being carried on the mat"]
["The pitcher will pitch the ball.", "Pitchers reach the ball over the second and fourth batters during a game."]
["The pitcher holds the ball, waiting for the sign to pitch it.", "The home plate umpire looks up at the time a ball bounces off the catcher, and hurries to the mound."]
["The pitcher will pitch the ball to the batter.", "pitchers chat during a game after being penalized for the ball on ice."]
["The pitcher pitches the ball.", "the batter pitches a pitch in the first inning against baseball player"]
["The boy pops a wheelie while riding his bike.", "A small group rides a wheelie into a climbing complex."]
["The bike popped a wheelie while the girl and boy were on the ride.", "A loaded rack has a wheelie rigged up for riding on a wheelie at a hot spring."]
["A motor cycle rider pops a wheelie while riding.", "a low look wheelie with wide frets on a saddle, wearing motorcycle sits on the road and saddle is rolling"]
["A woman stops to listen to a man playing music on a street corner.", "fans listening to music in the street"]
["a woman listens to music on the street", "find music listens to the street you lived it made you smile in then break out or pick up fast music"]
["The boy wears shoes while walking on the grass.", "a dog wears a grey coat walk in grass"]
["To walk on the grass he would wear wellies.", "walking along grass with a dress to the stopped stop"]
["The boy does not wear dress shoes when walking on wet grass.", "A man at a farm outside sits on a vegetable lawn and walks as grass and dirt walk by."]
["A girl walks on the grass wearing a coat.", "Someone outside of a farmer walking his fields in the grass."]
["A girl holds her hand out as the cat watches.", "The woman is watching the light bulbs from her carry, and the man holding a syringe holds a toolbarrel to hold it in place."]
["The girl watches the boy hold her hand.", "A person holding a hand moves to watch while a group of women watches."]
["The boy held his own hand and watched the bug crawl through his fingers.", "A guy leans into the hold the same button that his wife holds holding the wheel with his hand"]
["People watch a couple hold hands.", "a man holds a calf hand as he watches with one foot"]
["The ball hit the floor.", "person makes sure his balls hit the floor and hang for picky baby."]
["A boy hits ball on the floor.", "The all ready board set will swing in a hot iron dance floor and take a head kick when someone hits the ball in ice like a kitten on a whiteboard"]
["The girl hits the ball, and it bounces off the floor.", "blocked shots during a game from the upper floor during balls go flying."]
["The ball hit the net and fall to the floor.", "Someone manages to hit a ball with his leg and hit it on the floor."]
["The woman went into the kitchen to roll out the dough for the biscuits.", "The chicken roll in a plastic container rolls out and is then used in an oven."]
["The man rolls the dough in the kitchen.", "fresh flatbread roll rolled dough in slow oven for bedside table in a kitchen"]
["The baker rolled the dough in the kitchen.", "Two rolls of dough were rolling on a white tablecloth in a kitchen."]
["A man rolling dough in the kitchen ", "pizza dough rolls rolled in the shape of a curve in a kitchen"]
["The robber pointed the gun at the head of the bank manager.", "A soldier points his gun at a man who is wearing a headscarf."]
["The thief pointed a gun at a person's head.", "high quality footage of a man holding a dead man pointing his right hip towards the firing head of armed group with a gun"]
["A criminal points a gun at a victim's head.", "mixed smoking from a blue rifle pointing the head of a man"]
["A man pointed his own gun at his head.", "Several large boys point rifles at an armed man."]
["The boat in the water was docked near the pier.", "hotel at the open water for dock in the lake or boat"]
["The boat was at a dock in the water.", "a boat and sugars are being fed in a dock at water."]
["Dock the boat where the water is shallow.", "a kayak docked at a well marked lake with a large oceangoing boat"]
["boat docked in the water", "traffic with motorboats in the lake near deck and wooden dock and sailing boats close out"]
["The woman holds turns on a microphone to sing on stage.", "people sit onstage and sing in the opening performance of dance film at smartphone"]
["A girl sings on stage using a microphone.", "man stage an urban environment with a microphone in his hands"]
["The child held the microphone and sang on stage.", "A metal stage with a microphone and a musical artist performs."]
["a man sings into a microphone on stage.", "a stage is what you can use to sing of a microphone in a sitting"]
["The man stopped to take a picture.", "Someone takes a picture and starts filming again."]
["While walking down a path, the man will stop and take a picture with his camera.", "stop filming and take a picture"]
["A man stops and takes a picture of them.", "stop your anger approaching the photograph by your tape and tape will stop it on the next video."]
["The marching band members dressed in costume and bore their instruments, ready to start.", "A middle-age attractive man dons a purple instrument and wears a high school gown."]
["his costume consisted of a dress and a box resembling an instrument.", "person wore an official perfume and dress to a party on the dance floor."]
["There is a man dressed in pirate costume playing an instrument.", "a home where professional sleigh drivers dress up their instruments for a dance or perform as film actors or actors models"]
["The toddler had to kick the ball and run on the grass to first place.", "A man moves his foot onto grass so that he can kick a horse out of the barn."]
["The boy kicked the ball through the grass and ran around the bases.", "a man who kicks grass and says it's a good start to his run on flat grass"]
["A young boy kicks a ball as he runs through grass.", "man kicking grass in the backyard on a slow run"]
["In a soccer game players score goal", "player scores the first goal of the match"]
["The player keeps track of his score during the game.", "competitors and managers cheer on their players during a match between football team and actors"]
["The baseball player scored the game winning run.", "busts of open shot by player and journalist from the contest each side win hockey game"]
["soccer players after scoring during the game", "player scores the second goal during soccer game"]
["A girl kept watch when she crossed the street.", "People cross the street in a slow flowing fashion."]
["A boy crosses the street while the mother watches", "Street filming in front of the intersection where pedestrians cross a street."]
["The man needs to watch the street in order to cross.", "Street by motorcycle looking towards."]
["A man watching a lady cross the street.", "The police are using divers to watch a road that crosses in front of the house."]
["A boy sits on the foot of the bed every morning to stretch before leaving his room.", "flat pattern with layered feet and an inset of framed socks piled high on a fly with black outdoor chairs stacked covered with the framed photos of people sitting"]
["He sat at the foot of the bed.", "filming location and building sit and wait for afoot"]
["bed  sit in the foot", "A man sits on a bench, with bare feet, on a couch."]
["A woman sits at the foot of a bed.", "Two feet in front of a man with a knee and is sitting on top of a couch and being bent."]
["The boy closed his eyes and held his mouth shut because there was a swarm of bugs.", "Close mouth by holding holding position"]
["The child held the food close to her mouth.", "Holding hands, people bring their boys to the dining room, and look into the close up of their pupils, brains trying to settle in their mouths."]
["The woman was holding the apply close to her mouth.", "the voice of the imprisoned man holds a slow strumming gun in his hands behind open mouth"]
["A girl holds an animals mouth closed.", "a stick holds a mallet in close by and holds it as someone breathes deep."]
["This building is decaying, therefore the girl may need a rope to climb to the top.", "digital wallpaper with concrete climbing the waterfall build a rope and exercise aim for postgraduate training"]
["A superhero uses a rope to climb a building.", "mountain climbing from surface to top of large linear structures built under builder builder"]
["The man tried to climb the outside of the building only using a rope", "A person climbs up another slide constructed by climbers."]
["a woman with a rope climbing all over a building", "huge boulders climbing to the top of a restored carved limestone structure for climbing down boulders."]
["when headphones meant to be worn not watched", "The people watch at home as the dogs are wearing their shoes and black trousers."]
["A boy watches a man wearing headphones jog down the street.", "A man in his thong is watching his hand with his smartphone while holding a camera and wearing a coat."]
["A person is watching a TV screen and wearing headphones.", "stop in the middle of fashion and make sure you have a device in your pocket and headphones on when watch wearing"]
["The student is watching his peers in class.", "visitors watch as high school students enter the first class of major campus"]
["The student class wants to watch a movie.", "actor watches as group of students watch on a classroom floor"]
["The student watched the teacher during class.", "free class are highlighted by many kids and watching a film on hotties topic class"]
["Students are watching the class.", "professional football player watches and speaks to his student during game against class"]
["house jump trampoline is on the yard", "He jumps up and spots the empty trampoline falling down."]
["Stacy's house has a trampoline we can jump on.", "Several elderly couple jump out of the vehicle without any better assistance as the person falls asleep beside it."]
["My friends and I jumped on the trampoline outside of my house.", "Two people are jumping on falling trampoline while sitting in an outdoor backyard with a bathroom just before their own backyard playground."]
["Boy jumps on trampoline outside house.", "breath releasing trampoline swinging on white and bright backdrop in a small living room in a neighborhood... residence"]
["The boy put his foot into the sock.", "a dog also put her foot into a round sock while lying on the bed."]
["The old man put his foot in the sock.", "fictional character put socks on a bonfire and put on a bonfire."]
["put your sock on the rigth foot for luck", "Two women, wearing red for boots and slippers sit in front of a chair. They are sitting on feet and put tennis balls onto bags of socks."]
["The individual puts socks on his feet.", "women putting out their feet before hitting the bat and putting in a round of walks while using wiper blades for different purposes"]
["The girl eats the cream with a spoon.", "A man sprinkles popcorn into a bowl and takes out his spoon."]
["A boy eats ice cream with a spoon", "spoons of butter on a sandwich with cream and peas"]
["The girl eats ice cream with a spoon.", "a spoons of butter is eating out of a bowl with some batter."]
["A boy eats ice cream with a spoon.", "Lots of scones with orange and cream on spoon."]
["The boat sailed all day.", "young japanese sailor sitting on the sail on a ship on a beautiful sunny day with hail"]
["The main took his boat out to sail during the day", "the boat gets sail the day before monday."]
["The boat set sail that day.", "water steamship steaming through the water and lights sail in the morning."]
["boats sailing on a calm day", "sailboats on a snowy day during the winter hours"]
["The class took the stage to perform their part in the performance.", "you are part of a class in which you can take off your gown as the whole time as far as the crowd go."]
["The class is part of a bid test group that take place", "person was part of a group of students taking part in the class"]
["The senior class had to take a part in the school play.", "A group of students take part in an art exhibit which starts on class"]
["young woman taking part in a class", "a classroom full of students take part in a first day class."]
["A woman mixes salad in a bowl with a spoon.", "spoons of spicy spiced beer bowl and saucer of beer."]
["I use a spoon to mix milk in my cereal bowl", "A person makes a bowl of meat and mixes it with spoons."]
["The man mix hes bowl of cereal with a spoon.", "Three bowls with something a bowl, shallow spoon, and a spatula."]
["female hands mixing salad in the bowl with a spoon .", "couple creating a bowl of pizza with several slices of pizza mixed in."]
["A kid is holding a knife in the wrong hand.", "Three young men in suits holding their fingers in a sharp knife."]
["A woman holds a knife in her right hand to maintain a good grip.", "A man holding a large knife in the hand."]
["The woman used her hand to hold the knife.", "This is a hand holding a knife."]
["hand holding a bloody knife .", "A hand holding a fork with a knife."]
["The swimmer races down their lane winning the heet.", "man controls the water race on the white back lane after a training session in swiss qualifier"]
["The swimmers got into their lanes to start the race.", "a professional swimmer takes his second swerve in the field of a race during training"]
["Female swimmers are getting ready in their lanes to race.", "the swimmers are enjoying the race after the break and then someone shouts to sport."]
["Its polite to give your chair to an elderly lady so she can sit.", "Someone leans against the chair and gives it a fist to the chair without leaning forward."]
["Give her a chair to sit on please.", "Someone gives a thumbs up to the chair and nods while sitting."]
["The woman gave the old lady a chair so she could sit down.", "The chair is given to each man who sits in to receive the gifts."]
["Women sitting in chairs giving a speech.", "Someone giving a bow to someone on the chair will give him a bow."]
["In Badminton the goal is to hit the birdie with a racket without crossing the boundary lines.", "weird animal and birdies playing with their racket on the deck of a building structure."]
["He hit the birdie with the racket.", "A boy punches a heartbroken little baby wolfie on its fuzzy shells."]
["People hit the birdie with a racket in a game badminton.", "a joe hobbled up to the chasing dogs and hit a pack of hamburgers that were hauling goods"]
["a toddler is trying to hit a birdie with his racket.", "chickie hitting the racket with large raccoon at the tee shot"]
